atlas,roi_pos_id,roi_name,subgroup,placebo_change,verum_change,interaction
nonself,297,L_VMV2_ROI,Visual2,0.17972233454543707,0.15978526803476667,-0.019937066510670398
nonself,175,L_IPS1_ROI,Visual2,0.17856946994112954,0.14322463523472972,-0.03534483470639982
nonself,162,L_V6_ROI,Visual2,0.13104055017203908,0.08149654288298436,-0.049544007289054726
nonself,142,R_VVC_ROI,Visual2,0.17383253896088435,0.11940005282177912,-0.05443248613910523
nonself,5,R_V3_ROI,Visual2,0.1596599238120362,0.10401196546661895,-0.05564795834541725
nonself,139,R_VMV2_ROI,Visual2,0.25801699132195477,0.1979806664576893,-0.06003632486426547
nonself,166,L_V8_ROI,Visual2,0.36201752017961875,0.27311162883276685,-0.0889058913468519
nonself,137,R_V3CD_ROI,Visual2,0.3501196219701699,0.2528112517555785,-0.09730837021459138
nonself,132,R_VMV1_ROI,Visual2,0.3847126628563009,0.2850818122365988,-0.09963085061970212
nonself,163,L_V2_ROI,Visual2,0.19666431495214276,0.07758751871309189,-0.11907679623905087
nonself,178,L_LO1_ROI,Visual2,0.2933652599160652,0.1709564270506454,-0.12240883286541981
nonself,165,L_V4_ROI,Visual2,0.2151505220749952,0.08735647649864209,-0.1277940455763531
nonself,179,L_LO2_ROI,Visual2,0.22464093766207016,0.09355355333762372,-0.13108738432444644
nonself,176,L_FFC_ROI,Visual2,0.1682782171118955,0.027797473094182124,-0.14048074401771338
nonself,180,L_PIT_ROI,Visual2,0.2975469303178877,0.1556631361834384,-0.1418837941344493
nonself,177,L_V3B_ROI,Visual2,0.29837022781753664,0.1408787549657058,-0.15749147285183085
nonself,7,R_V8_ROI,Visual2,0.28472493823100553,0.12214642897892514,-0.1625785092520804
nonself,18,R_V3B_ROI,Visual2,0.36545830678756985,0.1791841102012368,-0.18627419658633304
nonself,291,L_VMV1_ROI,Visual2,0.30672203255304487,0.11146792972599728,-0.19525410282704758
nonself,174,L_V7_ROI,Visual2,0.2887533077045821,0.05232228948612372,-0.23643101821845836
nonself,204,L_VIP_ROI,Visual2,0.3063655412338364,0.06662857639511444,-0.23973696483872198
nonself,295,L_V3CD_ROI,Visual2,0.3831699745190251,0.1329171139201364,-0.25025286059888874
nonself,136,R_FST_ROI,Visual2,0.4606246512064529,0.1862631972489801,-0.2743614539574728
nonself,294,L_V4t_ROI,Visual2,0.483783407795201,0.19963979003074384,-0.2841436177644572
nonself,296,L_LO3_ROI,Visual2,0.43754513744127044,0.12478920812714556,-0.3127559293141249
nonself,181,L_MT_ROI,Visual2,0.37676445977827333,0.05832442101129143,-0.3184400387669819
nonself,44,R_VIP_ROI,Visual2,0.3967694924169596,0.017909969403882897,-0.3788595230130767
nonself,13,R_V3A_ROI,Visual2,0.46397601943514166,0.0796280855951994,-0.38434793383994226
nonself,131,R_V6A_ROI,Visual2,0.43310180966649225,0.03340465024621908,-0.3996971594202732
nonself,3,R_V6_ROI,Visual2,0.45285245870736235,0.047883176191039656,-0.4049692825163227
nonself,290,L_V6A_ROI,Visual2,0.447893941399379,-0.06441433885858361,-0.5123082802579626
self,35,Cognition_R_Insula,Cognition,-0.1183255449598608,0.14858837361338484,0.26691391857324565
self,31,Cognition_L_SFG_1,Cognition,0.13266594687385114,0.31199762941977616,0.17933168254592502
self,30,Cognition_L_Thalamus,Cognition,0.02169728810965532,0.1667878664315361,0.14509057832188077
self,26,Cognition_L_ACC,Cognition,0.142983890769651,0.283043460763849,0.140059569994198
self,29,Cognition_L_MTG,Cognition,0.10855296034030948,0.1937416571862065,0.08518869684589703
self,36,Cognition_L_SFG_2,Cognition,0.15419999306056198,0.21570874421403774,0.06150875115347576
self,33,Cognition_L_ITG,Cognition,0.14487772470639237,0.14423819245371305,-0.0006395322526793201
self,32,Cognition_Cingulate,Cognition,0.012166350796976477,0.006656253145115532,-0.005510097651860946
self,34,Cognition_R_MTG,Cognition,0.12384200185354288,0.11418993318004844,-0.00965206867349444
self,27,Cognition_L_PCC,Cognition,0.22524344754187497,0.1645848652215136,-0.060658582320361365
self,37,Cognition_R_Premotor,Cognition,0.21183146278592746,0.10877275498885774,-0.10305870779706972
self,28,Cognition_L_Insula,Cognition,0.211363594194395,0.08013758327590192,-0.13122601091849306
self,13,Exteroception_R_IFG,Exteroception,-0.18655866682925915,0.07942910636576794,0.2659877731950271
